user_pseudo_id,first_order_date,purchase_day_of_week,purchase_hour_utc,device_category,first_source,first_medium,first_order_revenue,first_order_items,sessions_before_first_purchase,product_views_before_purchase,add_to_cart_before_purchase,checkout_events_before_purchase,search_events_before_purchase,days_first_visit_to_purchase,repeat_purchase_30d
31713671.8301075277,2020-11-17,3,7,desktop,(data deleted),(data deleted),41.0,4,3,51,0,8,0,5,0
57966618.4492876538,2020-11-18,4,9,desktop,(data deleted),(data deleted),14.0,2,1,2,0,2,0,,1
16533293.5005173202,2020-11-18,4,9,desktop,(data deleted),(data deleted),55.0,1,1,4,0,6,0,,0
76356424.0978454972,2020-11-18,4,22,desktop,(data deleted),(data deleted),85.0,11,4,23,0,3,0,,0
76236262.3256398802,2020-11-18,4,4,desktop,(data deleted),(data deleted),89.0,1,3,4,0,1,0,16,0
41590177.4228524607,2020-11-18,4,18,desktop,(data deleted),(data deleted),24.0,1,6,6,0,3,0,,0
1603505.5621824416,2020-11-19,5,13,desktop,(data deleted),(data deleted),30.0,1,3,10,0,7,0,6,0
8039416.4498627108,2020-11-19,5,17,desktop,(data deleted),(data deleted),44.0,2,1,2,0,2,0,,0
85359676.8060209084,2020-11-20,6,13,desktop,(data deleted),(data deleted),24.0,8,3,14,0,2,0,1,0
67244316.0781736432,2020-11-20,6,16,desktop,(data deleted),(data deleted),44.0,1,4,30,0,1,0,,0
8693458.9667648603,2020-11-21,7,14,desktop,(data deleted),(data deleted),13.0,1,2,2,0,6,0,0,0
7285756326.1533513847,2020-11-22,1,0,desktop,(data deleted),(data deleted),285.0,4,2,1,0,2,0,4,0
91380786.2722892117,2020-11-22,1,23,desktop,(data deleted),(data deleted),22.0,4,2,6,0,1,4,0,0
58393225.4182288649,2020-11-22,1,23,desktop,(data deleted),(data deleted),38.0,2,3,14,0,1,2,0,0
66897566.4482598405,2020-11-23,2,21,desktop,(data deleted),(data deleted),97.0,3,2,20,0,1,0,18,0
43627350.3807676886,2020-11-23,2,8,desktop,(data deleted),(data deleted),59.0,14,1,14,0,3,0,,0
44093840.8232543120,2020-11-23,2,12,desktop,(data deleted),(data deleted),30.0,1,2,1,0,3,0,1,0
6533788.3267075710,2020-11-23,2,22,desktop,(data deleted),(data deleted),72.0,3,1,4,0,2,0,,1
73424628.5901378284,2020-11-23,2,23,desktop,(data deleted),(data deleted),55.0,4,4,6,0,1,0,,0
49068184.0131644651,2020-11-23,2,4,desktop,(data deleted),(data deleted),116.0,6,3,31,1,2,0,4,0
5444414.6051845735,2020-11-24,3,16,desktop,(data deleted),(data deleted),49.0,4,2,14,0,3,0,,0
9171293.1843144903,2020-11-24,3,2,desktop,(data deleted),(data deleted),30.0,1,2,6,0,1,0,0,0
71426813.6484576444,2020-11-24,3,3,desktop,(data deleted),(data deleted),35.0,1,1,2,0,1,0,,0
51986505.2747565154,2020-11-24,3,15,desktop,(data deleted),(data deleted),73.0,4,1,46,0,3,0,,0
61777800.1566735080,2020-11-24,3,15,desktop,(data deleted),(data deleted),14.0,1,1,7,0,3,0,,0
58568906.5092468761,2020-11-24,3,14,desktop,(data deleted),(data deleted),90.0,3,1,8,0,1,0,,0
75194502.2750916231,2020-11-24,3,17,desktop,(data deleted),(data deleted),44.0,1,3,28,0,2,1,,0
6567766382.8954640880,2020-11-24,3,16,desktop,(data deleted),(data deleted),156.0,9,4,86,0,4,0,1,0
6273742.7608658637,2020-11-25,4,3,desktop,(data deleted),(data deleted),89.0,1,1,1,0,1,0,,0
51065226.4802983076,2020-11-25,4,16,desktop,(data deleted),(data deleted),54.0,2,2,7,0,2,0,0,0
1624875.9469354174,2020-11-25,4,3,desktop,(data deleted),(data deleted),231.0,4,7,22,0,2,0,,0
39055352.8212242473,2020-11-25,4,1,desktop,(data deleted),(data deleted),53.0,12,3,12,0,4,6,14,0
7563529.3170258070,2020-11-25,4,20,desktop,(data deleted),(data deleted),14.0,1,1,5,1,3,0,,0
9004033.5064832188,2020-11-25,4,18,desktop,(data deleted),(data deleted),6.0,3,1,5,0,1,0,,0
62526775.3330591472,2020-11-25,4,5,desktop,(data deleted),(data deleted),72.0,13,6,17,0,1,0,,0
7560154.8773295578,2020-11-25,4,19,desktop,(data deleted),(data deleted),61.0,6,3,29,6,2,0,,0
26890766.3795079711,2020-11-26,5,23,desktop,(data deleted),(data deleted),30.0,2,2,12,7,1,0,1,0
88841711.9549610063,2020-11-26,5,23,desktop,(data deleted),(data deleted),93.0,2,1,4,0,1,0,,0
7987433.0547250841,2020-11-26,5,0,desktop,(data deleted),(data deleted),16.0,1,2,9,0,1,0,0,0
67357465.5172454961,2020-11-27,6,8,desktop,(data deleted),(data deleted),89.0,8,3,59,2,3,5,,0
1365954.5278744848,2020-11-27,6,14,desktop,(data deleted),(data deleted),29.0,2,2,6,0,2,1,,0
2608321.7754187990,2020-11-27,6,16,desktop,(data deleted),(data deleted),56.0,3,2,35,9,1,3,1,0
7378247.2288341132,2020-11-27,6,10,desktop,<Other>,(data deleted),72.0,3,6,22,5,4,0,10,0
70070374.0319399848,2020-11-27,6,15,desktop,(data deleted),(data deleted),14.0,4,2,13,15,1,0,,0
3597047.3508477413,2020-11-27,6,1,desktop,(data deleted),(data deleted),30.0,1,2,2,2,1,0,0,0
65904468.2920700958,2020-11-27,6,6,desktop,(data deleted),(data deleted),68.0,2,2,25,5,1,0,,0
7147579.2005144402,2020-11-27,6,23,desktop,(data deleted),(data deleted),199.0,5,2,25,1,2,0,0,0
72038010.9868034309,2020-11-27,6,8,desktop,(data deleted),(data deleted),88.0,4,2,29,7,2,0,,0
5982257.3675354568,2020-11-27,6,2,desktop,(data deleted),(data deleted),12.0,1,1,1,1,1,1,,0
59881976.1815940735,2020-11-27,6,21,desktop,(data deleted),(data deleted),81.0,3,6,13,7,4,0,9,0
90535239.2552572855,2020-11-28,7,3,desktop,(data deleted),(data deleted),48.0,1,2,9,8,1,0,0,0
4006408.4191828877,2020-11-28,7,14,desktop,(data deleted),(data deleted),100.0,5,4,17,10,1,1,0,0
18383544.6572002162,2020-11-28,7,11,desktop,(data deleted),(data deleted),157.0,2,3,40,2,1,0,1,0
82678941.3895630154,2020-11-28,7,21,desktop,(data deleted),(data deleted),49.0,5,5,12,4,2,3,4,0
2582683.5950078298,2020-11-29,1,11,desktop,<Other>,(data deleted),24.0,1,3,0,0,2,0,,1
60946114.0900351195,2020-11-29,1,19,desktop,(data deleted),(data deleted),63.0,2,5,36,1,4,0,1,0
12720798.7319314400,2020-11-29,1,16,desktop,(data deleted),(data deleted),13.0,1,3,2,1,6,0,13,0
23521075.3819657245,2020-11-29,1,1,desktop,(data deleted),(data deleted),55.0,4,9,62,15,1,0,,0
8893175.3937909394,2020-11-29,1,21,desktop,(data deleted),(data deleted),16.0,1,5,13,2,7,0,14,1
2128096.6237048343,2020-11-30,2,19,desktop,(data deleted),(data deleted),40.0,2,2,22,9,8,0,,0
48154162.5010970818,2020-11-30,2,9,desktop,(data deleted),(data deleted),74.0,2,2,6,6,4,0,,0
24039713.3893436235,2020-11-30,2,12,desktop,(data deleted),(data deleted),28.0,1,3,14,3,6,0,4,0
8224884.5817385201,2020-11-30,2,21,desktop,(data deleted),(data deleted),191.0,13,8,62,9,18,0,,0
6307506.0897275676,2020-11-30,2,23,desktop,(data deleted),(data deleted),44.0,1,2,3,4,2,0,0,0
52687165.0903734385,2020-11-30,2,14,desktop,(data deleted),(data deleted),64.0,4,4,21,6,6,0,,0
50264907.6315911120,2020-11-30,2,5,desktop,(data deleted),(data deleted),20.0,1,2,2,0,2,0,,1
76261339.4275213567,2020-12-01,3,0,desktop,(data deleted),(data deleted),99.0,4,5,26,7,2,0,20,0
6196666.0735120251,2020-12-01,3,17,desktop,(data deleted),(data deleted),24.0,1,2,15,6,2,0,0,0
22038652.9104855848,2020-12-01,3,7,desktop,(data deleted),(data deleted),62.0,2,2,8,5,6,0,0,0
1924508.4688592165,2020-12-01,3,5,desktop,(data deleted),(data deleted),14.0,1,3,3,1,6,0,0,0
80606681.4991751112,2020-12-01,3,1,desktop,(data deleted),(data deleted),185.0,16,2,61,4,2,0,11,0
56946920.7497732024,2020-12-01,3,4,desktop,(data deleted),(data deleted),24.0,2,3,3,0,4,0,,1
74327423.0129277030,2020-12-01,3,2,desktop,(data deleted),(data deleted),44.0,3,2,26,13,2,0,0,0
7511439.0962681263,2020-12-01,3,11,desktop,(data deleted),(data deleted),92.0,1,5,7,6,14,0,0,0
63884332.6008916710,2020-12-01,3,20,desktop,(data deleted),(data deleted),80.0,4,2,19,0,6,0,12,0
1826170.8537903139,2020-12-02,4,13,desktop,(data deleted),(data deleted),44.0,1,3,6,2,10,0,1,0
3381037907.7217581644,2020-12-02,4,9,desktop,(data deleted),(data deleted),219.0,7,2,38,23,4,0,,1
85593304.3386213690,2020-12-02,4,19,desktop,(data deleted),(data deleted),39.0,3,3,17,7,8,0,0,0
2321760.0432411967,2020-12-03,5,4,desktop,(data deleted),(data deleted),58.0,8,2,20,17,2,0,5,1
33374347.9195100558,2020-12-03,5,8,desktop,(data deleted),(data deleted),79.0,1,3,6,1,3,0,30,0
4812713.8439320005,2020-12-03,5,1,desktop,(data deleted),(data deleted),44.0,1,11,65,15,22,0,1,0
8992560.0877088817,2020-12-03,5,20,desktop,(data deleted),(data deleted),10.0,1,2,11,0,4,0,0,0
5550109.1370911778,2020-12-03,5,3,desktop,(data deleted),(data deleted),14.0,1,1,4,0,4,0,,1
72819503.7856622601,2020-12-04,6,12,desktop,(data deleted),(data deleted),44.0,2,4,7,3,2,0,17,0
8806541.1000901339,2020-12-04,6,1,desktop,(data deleted),(data deleted),46.0,3,3,12,0,6,0,,0
20687527.9358545857,2020-12-04,6,4,desktop,(data deleted),(data deleted),10.0,1,2,5,1,4,0,,0
74275572.8018336190,2020-12-05,7,19,desktop,(data deleted),(data deleted),156.0,9,2,50,18,2,1,1,0
46447555.4038041791,2020-12-05,7,17,desktop,(data deleted),(data deleted),18.0,1,2,2,1,2,0,13,0
5797185.5565350475,2020-12-05,7,22,desktop,(data deleted),(data deleted),79.0,5,3,26,16,8,4,0,0
30956870.6460404440,2020-12-05,7,1,desktop,(data deleted),(data deleted),71.0,5,2,21,20,2,8,0,1
38820363.2818595515,2020-12-05,7,2,desktop,(data deleted),(data deleted),72.0,3,1,21,1,10,0,,0
5401870.8880744857,2020-12-05,7,2,desktop,(data deleted),(data deleted),182.0,6,7,76,7,6,0,2,0
44822468.0260411018,2020-12-06,1,20,desktop,(data deleted),(data deleted),197.0,19,3,48,23,8,0,0,0
1318733.0567000195,2020-12-06,1,9,desktop,(data deleted),(data deleted),140.0,15,7,68,19,6,0,4,0
26105678.1036002654,2020-12-06,1,13,desktop,(data deleted),(data deleted),38.0,1,2,12,1,2,0,2,0
183705312.7034973571,2020-12-06,1,22,desktop,(data deleted),(data deleted),13.0,1,2,2,0,2,0,0,0
9691978.5306663074,2020-12-07,2,15,desktop,(data deleted),(data deleted),44.0,1,5,20,2,10,0,3,0
76654420.3019926863,2020-12-07,2,12,desktop,(data deleted),(data deleted),68.0,2,2,19,11,8,0,0,0
3086397.9583021338,2020-12-07,2,8,desktop,(data deleted),(data deleted),60.0,4,3,45,0,22,1,2,1
23527570.8230617970,2020-12-07,2,14,desktop,(data deleted),(data deleted),55.0,1,4,14,0,2,0,4,0
65189693.2787755996,2020-12-07,2,22,desktop,(data deleted),(data deleted),34.0,8,3,31,6,12,0,10,0
62395011.7852261797,2020-12-07,2,13,desktop,(data deleted),(data deleted),27.0,5,2,16,6,6,0,0,0
31022795.7870947773,2020-12-07,2,5,desktop,(data deleted),(data deleted),56.0,2,4,9,4,10,0,6,0
90544735.0149811314,2020-12-07,2,8,desktop,(data deleted),(data deleted),47.0,3,2,26,6,2,0,,0
38579036.9404376300,2020-12-07,2,16,desktop,(data deleted),(data deleted),20.0,1,8,22,3,8,0,,1
44220779.5067468026,2020-12-07,2,7,desktop,(data deleted),(data deleted),92.0,1,3,1,0,2,0,,0
7330479.6061874897,2020-12-08,3,22,desktop,(data deleted),(data deleted),43.0,15,2,22,7,6,1,3,0
66722347.8983163223,2020-12-08,3,13,desktop,(data deleted),(data deleted),40.0,6,3,23,7,2,0,2,1
68810872.5074560693,2020-12-08,3,4,desktop,(data deleted),(data deleted),84.0,2,2,14,1,2,0,,0
79214612.7407451783,2020-12-08,3,12,desktop,(data deleted),(data deleted),110.0,2,2,18,13,4,0,0,0
10945077.7212556025,2020-12-08,3,15,desktop,(data deleted),(data deleted),166.0,16,7,20,1,14,0,6,0
5797412.4268230639,2020-12-08,3,22,desktop,(data deleted),(data deleted),49.0,3,3,34,13,6,0,5,0
18352719.3439042150,2020-12-09,4,8,desktop,(data deleted),(data deleted),48.0,1,2,19,2,2,0,,0
3385850.7952852405,2020-12-09,4,23,desktop,(data deleted),(data deleted),114.0,4,4,91,24,8,0,7,0
55182047.5260548965,2020-12-09,4,3,desktop,(data deleted),(data deleted),21.0,4,1,7,6,6,0,,0
36739590.6951379629,2020-12-09,4,9,desktop,(data deleted),(data deleted),178.0,7,3,26,9,4,0,0,0
63264809.7446857295,2020-12-09,4,4,desktop,(data deleted),(data deleted),34.0,2,6,38,3,14,0,1,1
7266315847.3933453880,2020-12-10,5,15,desktop,(data deleted),(data deleted),86.0,4,4,18,0,2,0,2,0
1516904.8325459706,2020-12-10,5,20,desktop,(data deleted),(data deleted),63.0,1,4,9,2,8,0,1,0
6901273.5838040643,2020-12-10,5,12,desktop,(data deleted),(data deleted),52.0,4,2,31,8,10,0,0,0
80120305.1144725890,2020-12-10,5,23,desktop,(data deleted),(data deleted),159.0,4,3,22,1,4,0,0,0
55570200.4023713914,2020-12-10,5,3,desktop,(data deleted),(data deleted),106.0,5,5,12,11,2,0,29,0
42973705.2604123071,2020-12-10,5,16,desktop,(data deleted),(data deleted),20.0,2,3,11,3,2,2,0,0
76568713.5662041611,2020-12-10,5,12,desktop,(data deleted),(data deleted),13.0,2,7,31,6,4,0,17,0
17829165.8694191080,2020-12-10,5,18,desktop,(data deleted),(data deleted),175.0,9,2,28,6,4,0,,0
5483935.0640320145,2020-12-10,5,16,desktop,(data deleted),(data deleted),14.0,1,3,38,9,2,0,9,0
6952489.3805781228,2020-12-10,5,4,desktop,(data deleted),(data deleted),99.0,6,1,36,22,8,0,,0
8278411.7423220409,2020-12-10,5,17,desktop,(data deleted),(data deleted),66.0,3,2,6,1,2,0,0,1
5177505373.3913252249,2020-12-10,5,7,desktop,(data deleted),(data deleted),24.0,1,5,39,17,4,0,2,0
5729410.5717226626,2020-12-10,5,21,desktop,(data deleted),(data deleted),50.0,2,5,16,1,2,0,21,0
90251492.3785965080,2020-12-11,6,15,desktop,(data deleted),(data deleted),48.0,5,4,69,0,4,1,,0
42675324.3658621899,2020-12-11,6,2,desktop,(data deleted),(data deleted),114.0,3,1,17,6,8,0,,0
2346008.0354634581,2020-12-11,6,7,desktop,(data deleted),(data deleted),10.0,1,2,6,0,2,0,0,0
89614760.0710580726,2020-12-11,6,7,desktop,(data deleted),(data deleted),86.0,13,2,145,13,8,18,0,0
8350155.0813400851,2020-12-11,6,23,desktop,(data deleted),(data deleted),49.0,4,2,9,13,4,0,0,0
30722025.0159475730,2020-12-11,6,7,desktop,(data deleted),(data deleted),50.0,6,4,52,30,8,0,0,0
2184518.9171442290,2020-12-11,6,13,desktop,(data deleted),(data deleted),23.0,3,4,24,12,6,0,8,0
4894490.8422148166,2020-12-11,6,15,desktop,(data deleted),(data deleted),51.0,3,3,11,2,4,0,0,0
29405563.9336451641,2020-12-12,7,3,desktop,(data deleted),(data deleted),61.0,5,2,18,4,2,2,0,0
6070906.8817356972,2020-12-12,7,5,desktop,(data deleted),(data deleted),74.0,4,3,14,7,2,0,,0
6430802.0723483089,2020-12-12,7,12,desktop,(data deleted),(data deleted),46.0,2,5,17,1,2,0,,0
8619226.0779357153,2020-12-12,7,2,desktop,<Other>,(data deleted),88.0,2,2,16,15,2,0,3,0
1881053.8413916911,2020-12-12,7,22,desktop,(data deleted),(data deleted),88.0,2,2,10,12,6,3,0,1
4802635.2461442794,2020-12-12,7,0,desktop,(data deleted),(data deleted),38.0,2,2,11,1,4,0,2,1
26632304.5067429285,2020-12-12,7,4,desktop,(data deleted),(data deleted),36.0,5,10,52,6,5,0,,0
45244493.0702066140,2020-12-12,7,10,desktop,(data deleted),(data deleted),69.0,4,3,38,12,4,0,0,0
4267777.0729523939,2020-12-12,7,6,desktop,(data deleted),(data deleted),155.0,13,3,24,26,6,0,2,0
3217435.2746747741,2020-12-12,7,7,desktop,(data deleted),(data deleted),36.0,5,5,43,15,2,0,1,0
80575542.4037219758,2020-12-12,7,0,desktop,(data deleted),(data deleted),13.0,1,2,4,0,6,0,1,0
2808102.2330574481,2020-12-13,1,15,desktop,(data deleted),(data deleted),80.0,5,3,66,1,3,13,,1
7963872501.7280985193,2020-12-13,1,19,desktop,(data deleted),(data deleted),73.0,3,4,73,15,2,0,15,0
3291867.8966101730,2020-12-13,1,7,desktop,(data deleted),(data deleted),33.0,4,2,10,4,4,0,0,0
34709963.4596640590,2020-12-13,1,20,desktop,(data deleted),(data deleted),99.0,1,3,24,14,2,1,0,0
4570994.5660099908,2020-12-14,2,17,desktop,(data deleted),(data deleted),56.0,7,2,15,7,2,0,4,1
1817516.7864464285,2020-12-14,2,7,desktop,(data deleted),(data deleted),174.0,6,4,53,8,4,0,2,0
1606543.9019935467,2020-12-14,2,1,desktop,(data deleted),(data deleted),104.0,11,2,39,4,2,0,13,0
37469851.2915027399,2020-12-15,3,12,desktop,(data deleted),(data deleted),19.0,1,3,13,0,6,0,4,0
11677998.3685150844,2020-12-15,3,10,desktop,(data deleted),(data deleted),20.0,2,3,15,3,2,0,6,1
78536888.1867075857,2020-12-15,3,2,desktop,(data deleted),(data deleted),74.0,2,3,23,0,6,0,0,0
18078079.4939254401,2020-12-16,4,21,desktop,(data deleted),(data deleted),47.0,2,5,19,7,4,2,3,0
15418373.8425670485,2020-12-16,4,20,desktop,(data deleted),(data deleted),18.0,3,3,44,1,2,2,1,0
18489071.4831990105,2020-12-16,4,15,desktop,(data deleted),(data deleted),18.0,2,5,16,10,6,0,13,0
2486846.9299481244,2020-12-16,4,21,desktop,(data deleted),(data deleted),14.0,1,5,2,2,4,0,0,0
5237397.7064940983,2020-12-16,4,6,desktop,(data deleted),(data deleted),51.0,4,7,47,6,3,0,,0
91589045.5932971125,2020-12-16,4,15,desktop,(data deleted),(data deleted),17.0,4,1,11,6,2,0,,0
52206227.1304942050,2020-12-16,4,4,desktop,(data deleted),(data deleted),83.0,12,3,30,12,6,2,0,0
53406211.8724008214,2020-12-16,4,18,desktop,(data deleted),(data deleted),184.0,2,2,5,0,4,0,14,1
8814952.6174853430,2020-12-16,4,4,desktop,(data deleted),(data deleted),65.0,4,2,25,30,4,3,0,0
35064550.9410834862,2020-12-16,4,19,desktop,(data deleted),(data deleted),157.0,28,5,101,18,2,1,42,0
10397941.7201732268,2020-12-16,4,14,desktop,(data deleted),(data deleted),17.0,1,2,5,0,4,2,0,0
8174650.3231261607,2020-12-16,4,15,desktop,(data deleted),(data deleted),16.0,1,4,30,0,8,0,1,1
63844412.3659435709,2020-12-17,5,8,desktop,(data deleted),(data deleted),29.0,1,2,9,8,2,0,0,0
9618916.8925649010,2020-12-17,5,23,desktop,(data deleted),(data deleted),14.0,1,2,6,0,3,0,0,0
5191278.7358335539,2020-12-17,5,19,desktop,(data deleted),(data deleted),70.0,3,5,20,14,4,0,3,0
40360384.0007417112,2020-12-17,5,6,desktop,(data deleted),(data deleted),60.0,1,2,12,0,6,0,0,0
5510122.6423876982,2020-12-17,5,19,desktop,(data deleted),(data deleted),62.0,7,2,14,3,6,0,0,0
2704631.3551672775,2020-12-17,5,17,desktop,(data deleted),(data deleted),37.0,2,2,15,6,9,1,0,0
2233163.7526757311,2020-12-17,5,2,desktop,(data deleted),(data deleted),32.0,1,3,2,1,2,2,43,0
14670836.5443476050,2020-12-17,5,20,desktop,(data deleted),(data deleted),24.0,2,5,5,4,6,0,2,0
22956458.6924241706,2020-12-17,5,10,desktop,(data deleted),(data deleted),54.0,3,7,27,14,2,2,,0
1043539.2747159846,2020-12-17,5,18,desktop,(data deleted),(data deleted),22.0,2,2,29,0,4,0,9,1
8577405.9053970649,2020-12-18,6,19,desktop,(data deleted),(data deleted),48.0,2,7,11,5,22,0,5,0
2212017.2642371952,2020-12-18,6,9,desktop,(data deleted),(data deleted),29.0,3,8,32,20,6,0,36,0
31588757.8825339636,2020-12-18,6,5,desktop,(data deleted),(data deleted),75.0,1,6,14,0,3,0,19,0
79604591.5283536350,2020-12-18,6,10,desktop,(data deleted),(data deleted),45.0,3,2,13,7,9,0,0,0
19216505.5989680749,2020-12-18,6,10,desktop,(data deleted),(data deleted),48.0,1,3,6,5,6,0,1,0
32495068.8510753707,2020-12-18,6,0,desktop,(data deleted),(data deleted),62.0,8,3,26,21,6,0,27,0
3287379.7416476309,2020-12-18,6,5,desktop,(data deleted),(data deleted),34.0,5,2,24,24,6,0,0,1
6574805.3436225086,2020-12-18,6,5,desktop,(data deleted),(data deleted),99.0,1,2,3,0,9,0,0,0
89736817.8673115024,2020-12-18,6,21,desktop,(data deleted),(data deleted),68.0,4,2,6,0,3,0,0,0
7985640.7516718007,2020-12-19,7,3,desktop,(data deleted),(data deleted),41.0,2,2,66,40,9,2,0,0
90269155.5005493831,2020-12-19,7,20,desktop,(data deleted),(data deleted),41.0,2,5,42,5,6,0,28,0
75634947.6789263686,2020-12-19,7,8,desktop,(data deleted),(data deleted),30.0,1,5,23,5,9,0,1,0
8032580.9992443180,2020-12-21,2,12,desktop,(data deleted),(data deleted),19.0,1,2,50,1,9,0,6,0
28284205.9810024272,2020-12-22,3,6,desktop,(data deleted),(data deleted),102.0,2,4,8,5,15,0,,0
84232431.7456081587,2020-12-22,3,2,desktop,(data deleted),(data deleted),134.0,13,3,25,23,9,0,5,1
7625514.5568512112,2020-12-22,3,3,desktop,(data deleted),(data deleted),24.0,1,5,11,2,6,1,17,0
12289461.3486454330,2020-12-22,3,12,desktop,(data deleted),(data deleted),48.0,1,3,2,2,9,0,20,0
77464034.6750925956,2020-12-23,4,16,desktop,(data deleted),(data deleted),27.0,2,4,7,2,3,1,33,0
3430324.0837067291,2020-12-23,4,6,desktop,(data deleted),(data deleted),136.0,8,3,25,22,6,0,0,0
31844096.5499743319,2020-12-23,4,6,desktop,(data deleted),(data deleted),32.0,1,3,13,6,3,0,,1
2418457.6264805451,2020-12-23,4,6,desktop,(data deleted),(data deleted),75.0,5,2,15,10,12,0,,1
18574166.5670947032,2020-12-24,5,17,desktop,(data deleted),(data deleted),40.0,2,1,25,0,6,0,,0
9191614969.9586626915,2020-12-24,5,9,desktop,(data deleted),(data deleted),55.0,1,4,10,10,9,0,15,1
5157888.7472869085,2020-12-24,5,17,desktop,(data deleted),(data deleted),59.0,4,2,19,10,9,0,0,0
72350469.7974540341,2020-12-24,5,19,desktop,(data deleted),(data deleted),135.0,17,2,22,16,3,1,30,0
7989341.0097191625,2020-12-25,6,11,desktop,(data deleted),(data deleted),22.0,3,7,49,15,5,0,9,1
3980652.4530069190,2020-11-12,5,5,desktop,(direct),(none),56.0,3,3,27,0,3,0,,0
8915586.3181420442,2020-11-12,5,8,desktop,(direct),(none),38.0,2,1,3,0,3,0,,0
60336405.2238717338,2020-11-12,5,9,desktop,(direct),(none),38.0,2,1,1,0,1,0,0,0
8404511.3408596525,2020-11-12,5,12,desktop,(direct),(none),132.0,17,1,20,0,2,0,0,0
38735433.5774488720,2020-11-12,5,8,desktop,(direct),(none),49.0,3,1,3,0,1,0,0,0
5312155.7410092259,2020-11-12,5,10,desktop,(direct),(none),35.0,1,3,0,0,2,0,,1
4594297.6618190263,2020-11-13,6,16,desktop,(direct),(none),102.0,10,1,27,0,6,0,0,0
1204621.8982188321,2020-11-13,6,12,desktop,(direct),(none),28.0,2,2,11,0,2,0,,0
8262649.4698436698,2020-11-13,6,14,desktop,(direct),(none),52.0,2,2,11,0,8,0,,0
83961186.4892260627,2020-11-13,6,4,desktop,(direct),(none),68.0,2,2,5,0,2,0,,1
4983865.9578536501,2020-11-13,6,5,desktop,(direct),(none),16.0,1,4,10,0,5,1,,1
57630054.8770333743,2020-11-13,6,20,desktop,(direct),(none),15.0,1,1,5,0,4,2,0,0
21534599.7083446640,2020-11-13,6,1,desktop,(direct),(none),38.0,2,1,2,0,2,0,0,0
25084453.1631449315,2020-11-13,6,22,desktop,(direct),(none),14.0,1,2,2,0,2,0,0,0
